amount,tenure,score
0.5781031188459023,-0.9140664062009406,0.2502716441599704
1.6331690272119124,0.9457418303412838,1.183511744912754
-0.4920499671203638,1.5750002562390288,0.6775061731959671
0.02770905967319614,-0.7602476798703808,-1.5620836691232134
1.6407126160120402,-0.6903300769928535,0.45458619351474633
0.04630890076053503,1.7428025031450942,-1.4216972402964059
-0.974263803855271,0.12071411638646254,-0.14410134559815055
-1.1355008163770932,-0.21489037742566824,-1.6807234910749562
-1.1903214006345126,0.14868115753747335,0.1996676351459305
-0.43406222725983706,1.6309343385410509,-1.5604267847898752
0.02770905967319614,2.2601927644387962,-1.5724046777829666
0.8230682085844135,-0.4945607889357772,1.4370840847607325
-1.261323270791444,-0.550494871237799,0.6144064948346676
-2.4315584738158984,-0.7182971181438644,0.1512382868193972
-0.5755477057477361,-0.6483795152663372,-0.5453780200785141
0.6049375645013196,-0.07505517167061376,0.9388106399328573
0.4401878884924154,-0.1309892539726356,0.5494083031747514
0.6045920566173446,0.4982691719251095,1.226590737579549
0.5057768018003994,-0.2568409391521847,-0.42401124266148554
-1.9780793760982731,-0.07505517167061376,-1.1431680801775195
2.1027142415343905,-0.7043135975683589,1.184512779197479
0.3960204639909015,1.2254122418513926,-0.05010767810481468
-0.11210646404215532,-0.5644783918133044,1.3286617161979088
0.2636909444283487,-0.7182971181438644,0.6294565275291567
0.05926544640961003,-0.144972774548141,1.1908986875655536
1.2582929730986756,-0.6763465564173481,-1.3621184411434504
-0.07669190593468377,-0.8161817621724026,0.40263596597986906
-0.3467063172614068,-0.005137568793086529,0.3901057782089984
0.101187069665284,-0.10302221282162481,0.47754094521620366
-1.1790348097579852,1.7707695442961053,-0.7183498407943079
0.21629877967639932,-0.07505517167061376,-0.8520051770169287
-0.9678143233543981,0.23258228099050599,0.8749515562521115
-0.5454309351945528,0.9737088714922948,1.4938323731775687
1.0210442261022803,2.3720609290428394,-0.4415811202795933
-1.5651974547477496,-0.956016967927457,-1.5879034499844016
-0.15022750057410048,-0.5924454329643153,-1.121317918031621
-0.6525959638742355,-1.053901611955995,1.2909330791908524
-0.9085021366052991,-0.298791500878701,1.4611434260177487
0.00450244679951973,-0.4106596654827446,-1.2607033125737033
-0.4003176239249127,1.0995605566718438,-0.029914400292254416
0.02552084307468572,-0.6204124741153263,-0.7404071134818736
-1.019870844540015,-1.081868653107006,0.4154423011396296
0.292195344856314,2.0923905175327304,1.4352546083093383
0.018150008216545103,0.540219733651626,-1.5695741670468468
-0.3509099965164401,-0.07505517167061376,-1.5387146963384215
-0.6599667987323761,2.86148414918553,-0.8438588290446822
1.1659847834299324,-1.235687379437566,0.019654056013448988
-1.780564035759041,2.2182422027122795,0.7813030729948874
0.6629253043618467,1.728818982569589,0.5060876815426777
-0.2729403840326731,1.1834616801248763,0.7605575004045478
-0.48882522686992735,-1.235687379437566,0.24329892259050492
0.31839635939110983,2.6796983817039597,-0.7015393684956466
